institutional_event_id,institutional_schema_version,source_type,source_dataset,source_schema_version,source_row_id,source_event_id,source_cycle_id,source_cycle_number,event_time,scan_time,token,token_key,mint,asset_key,decision,outcome,quote_successful,eligible,research_eligible,validation_status,validation_quality_score,validation_errors,validation_warnings,starting_amount_usd,ending_amount_usd,gross_profit_usd,estimated_cost_usd,net_profit_usd,gross_edge_bps,net_edge_bps,total_cost_bps,slippage_bps,price_impact_bps,network_fee_usd,dex_fee_usd,slippage_cost_usd,liquidity_usd,volume_24h_usd,volume_liquidity_ratio,buy_route,sell_route,route_pair,route_hops,dex_count,market_score,liquidity_score,volume_score,pair_score,intelligence_score,ai_priority,opportunity_probability,expected_profit_usd,combined_confidence,prediction_confidence,downside_risk,trend_score,stability_score,score_mean,score_std,score_min,score_max,score_range,quote_latency_ms,quote_age_ms,is_stale_quote,is_high_latency,is_high_price_impact,is_high_cost,is_low_liquidity,is_low_activity,enrichment_quality_score,cycle_position,cycle_size,cycle_elapsed_seconds,scanner_speed_tokens_per_minute,raw_source_payload
HISTORICAL:CYCLE-000009-20260731T034122000000:00000831,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,831,831,CYCLE-000009-20260731T034122000000,9,2026-07-31T03:41:22.000+00:00,2026-07-31T03:41:22.000+00:00,USX,USX,6FrrzDk5mQARGc1TDYoyVnSyRdds1t4PbtohCD6p3tgG,6FrrzDk5mQARGc1TDYoyVnSyRdds1t4PbtohCD6p3tgG,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.9999,-9.999999999998899e-05,0.002,-0.002099999999999989,-0.9999999999998899,-20.99999999999989,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Whirlpool,Manifest,Whirlpool || Manifest,0,0,89.2,98.15,94.75,47.53,80.1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,31,0,0.0,0.0,"{""event_number"":831,""source_event_id"":831,""timestamp"":""2026-07-31 03:41:22"",""cycle_number"":9,""cycle_id"":""CYCLE-000009-20260731T034122000000"",""cycle_position"":31,""token"":""USX"",""token_key"":""USX"",""mint"":""6FrrzDk5mQARGc1TDYoyVnSyRdds1t4PbtohCD6p3tgG"",""asset_key"":""6FrrzDk5mQARGc1TDYoyVnSyRdds1t4PbtohCD6p3tgG"",""buy_route"":""Whirlpool"",""sell_route"":""Manifest"",""route_pair"":""Whirlpool || Manifest"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.9999,""quoted_profit_usd"":-9.999999999998899e-05,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.002099999999999989,""gross_return_bps"":-0.9999999999998899,""cost_bps"":20.0,""net_return_bps"":-20.99999999999989,""gross_to_cost_ratio"":-0.04999999999999449,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":89.2,""liquidity_score"":98.15,""volume_score"":94.75,""pair_score"":47.53,""intelligence_score"":80.1007,""composite_market_score"":85.38707000000001,""score_dispersion"":18.25923731151989,""minimum_component_score"":47.53,""maximum_component_score"":98.15,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":true,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000009-20260731T034122000000:00000832,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,832,832,CYCLE-000009-20260731T034122000000,9,2026-07-31T03:41:22.000+00:00,2026-07-31T03:41:22.000+00:00,stSOL,STSOL,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.999891,-0.00010900000000002574,0.002,-0.002109000000000026,-1.0900000000002574,-21.09000000000026,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raydium CLMM → Meteora,Mercurial → Quantum,Raydium CLMM → Meteora || Mercurial → Quantum,0,0,48.9,63.27,20.99,80.25,50.322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,32,0,0.0,0.0,"{""event_number"":832,""source_event_id"":832,""timestamp"":""2026-07-31 03:41:22"",""cycle_number"":9,""cycle_id"":""CYCLE-000009-20260731T034122000000"",""cycle_position"":32,""token"":""stSOL"",""token_key"":""STSOL"",""mint"":""7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj"",""asset_key"":""7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj"",""buy_route"":""Raydium CLMM → Meteora"",""sell_route"":""Mercurial → Quantum"",""route_pair"":""Raydium CLMM → Meteora || Mercurial → Quantum"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.999891,""quoted_profit_usd"":-0.00010900000000002574,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.002109000000000026,""gross_return_bps"":-1.0900000000002574,""cost_bps"":20.0,""net_return_bps"":-21.09000000000026,""gross_to_cost_ratio"":-0.05450000000001287,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":48.9,""liquidity_score"":63.27,""volume_score"":20.99,""pair_score"":80.25,""intelligence_score"":50.322,""composite_market_score"":51.7552,""score_dispersion"":19.47478174049712,""minimum_component_score"":20.99,""maximum_component_score"":80.25,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":true,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000009-20260731T034122000000:00000833,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,833,833,CYCLE-000009-20260731T034122000000,9,2026-07-31T03:41:22.000+00:00,2026-07-31T03:41:22.000+00:00,TRX,TRX,GbbesPbaYh5uiAZSYNXTc7w9jty1rpg3P9L4JeN4LkKc,GbbesPbaYh5uiAZSYNXTc7w9jty1rpg3P9L4JeN4LkKc,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.999835,-0.00016499999999997073,0.002,-0.0021649999999999708,-1.6499999999997073,-21.649999999999707,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GoonFi V2,GoonFi V2,GoonFi V2 || GoonFi V2,0,0,85.06,96.91,85.8,47.53,77.0358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,33,0,0.0,0.0,"{""event_number"":833,""source_event_id"":833,""timestamp"":""2026-07-31 03:41:22"",""cycle_number"":9,""cycle_id"":""CYCLE-000009-20260731T034122000000"",""cycle_position"":33,""token"":""TRX"",""token_key"":""TRX"",""mint"":""GbbesPbaYh5uiAZSYNXTc7w9jty1rpg3P9L4JeN4LkKc"",""asset_key"":""GbbesPbaYh5uiAZSYNXTc7w9jty1rpg3P9L4JeN4LkKc"",""buy_route"":""GoonFi V2"",""sell_route"":""GoonFi V2"",""route_pair"":""GoonFi V2 || GoonFi V2"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.999835,""quoted_profit_usd"":-0.00016499999999997073,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0021649999999999708,""gross_return_bps"":-1.6499999999997073,""cost_bps"":20.0,""net_return_bps"":-21.649999999999707,""gross_to_cost_ratio"":-0.08249999999998536,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":85.06,""liquidity_score"":96.91,""volume_score"":85.8,""pair_score"":47.53,""intelligence_score"":77.0358,""composite_market_score"":81.73858,""score_dispersion"":16.712456966658134,""minimum_component_score"":47.53,""maximum_component_score"":96.91,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":true,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000009-20260731T034122000000:00000834,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,834,834,CYCLE-000009-20260731T034122000000,9,2026-07-31T03:41:22.000+00:00,2026-07-31T03:41:22.000+00:00,ANTFUN,ANTFUN,CWZ6BsdnjkDVTGkmL6bGbJXXig6ceef12KvyGQW14cMt,CWZ6BsdnjkDVTGkmL6bGbJXXig6ceef12KvyGQW14cMt,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.999824,-0.00017599999999995397,0.002,-0.002175999999999954,-1.7599999999995397,-21.75999999999954,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BisonFi → GoonFi V2 → Meteora DLMM,Meteora DLMM → HumidiFi → Quantum,BisonFi → GoonFi V2 → Meteora DLMM || Meteora DLMM → HumidiFi → Quantum,0,0,88.67,98.77,96.91,36.42,79.6381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,34,0,0.0,0.0,"{""event_number"":834,""source_event_id"":834,""timestamp"":""2026-07-31 03:41:22"",""cycle_number"":9,""cycle_id"":""CYCLE-000009-20260731T034122000000"",""cycle_position"":34,""token"":""ANTFUN"",""token_key"":""ANTFUN"",""mint"":""CWZ6BsdnjkDVTGkmL6bGbJXXig6ceef12KvyGQW14cMt"",""asset_key"":""CWZ6BsdnjkDVTGkmL6bGbJXXig6ceef12KvyGQW14cMt"",""buy_route"":""BisonFi → GoonFi V2 → Meteora DLMM"",""sell_route"":""Meteora DLMM → HumidiFi → Quantum"",""route_pair"":""BisonFi → GoonFi V2 → Meteora DLMM || Meteora DLMM → HumidiFi → Quantum"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.999824,""quoted_profit_usd"":-0.00017599999999995397,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.002175999999999954,""gross_return_bps"":-1.7599999999995397,""cost_bps"":20.0,""net_return_bps"":-21.75999999999954,""gross_to_cost_ratio"":-0.08799999999997699,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":88.67,""liquidity_score"":98.77,""volume_score"":96.91,""pair_score"":36.42,""intelligence_score"":79.6381,""composite_market_score"":84.10230999999999,""score_dispersion"":22.859326160182412,""minimum_component_score"":36.42,""maximum_component_score"":98.77,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":true,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000009-20260731T034122000000:00000835,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,835,835,CYCLE-000009-20260731T034122000000,9,2026-07-31T03:41:22.000+00:00,2026-07-31T03:41:22.000+00:00,ONyc,ONYC,5Y8NV33Vv7WbnLfq3zBcKSdYPrk7g2KoiQoe7M2tcxp5,5Y8NV33Vv7WbnLfq3zBcKSdYPrk7g2KoiQoe7M2tcxp5,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.999818,-0.00018200000000001548,0.002,-0.0021820000000000155,-1.8200000000001548,-21.820000000000157,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Whirlpool,Raydium CLMM → AlphaQ,Whirlpool || Raydium CLMM → AlphaQ,0,0,87.76,94.44,93.83,51.54,79.0391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,35,0,0.0,0.0,"{""event_number"":835,""source_event_id"":835,""timestamp"":""2026-07-31 03:41:22"",""cycle_number"":9,""cycle_id"":""CYCLE-000009-20260731T034122000000"",""cycle_position"":35,""token"":""ONyc"",""token_key"":""ONYC"",""mint"":""5Y8NV33Vv7WbnLfq3zBcKSdYPrk7g2KoiQoe7M2tcxp5"",""asset_key"":""5Y8NV33Vv7WbnLfq3zBcKSdYPrk7g2KoiQoe7M2tcxp5"",""buy_route"":""Whirlpool"",""sell_route"":""Raydium CLMM → AlphaQ"",""route_pair"":""Whirlpool || Raydium CLMM → AlphaQ"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.999818,""quoted_profit_usd"":-0.00018200000000001548,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0021820000000000155,""gross_return_bps"":-1.8200000000001548,""cost_bps"":20.0,""net_return_bps"":-21.820000000000157,""gross_to_cost_ratio"":-0.09100000000000774,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":87.76,""liquidity_score"":94.44,""volume_score"":93.83,""pair_score"":51.54,""intelligence_score"":79.0391,""composite_market_score"":84.33891,""score_dispersion"":15.888102392973178,""minimum_component_score"":51.54,""maximum_component_score"":94.44,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":true,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000009-20260731T034122000000:00000836,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,836,836,CYCLE-000009-20260731T034122000000,9,2026-07-31T03:41:22.000+00:00,2026-07-31T03:41:22.000+00:00,NVDAx,NVDAX,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.999803,-0.00019700000000000273,0.002,-0.0021970000000000028,-1.9700000000000273,-21.970000000000027,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raydium CLMM,Whirlpool,Raydium CLMM || Whirlpool,0,0,86.81,85.49,91.67,77.78,78.3097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,36,0,0.0,0.0,"{""event_number"":836,""source_event_id"":836,""timestamp"":""2026-07-31 03:41:22"",""cycle_number"":9,""cycle_id"":""CYCLE-000009-20260731T034122000000"",""cycle_position"":36,""token"":""NVDAx"",""token_key"":""NVDAX"",""mint"":""Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh"",""asset_key"":""Xsc9qvGR1efVDFGLrVsmkzv3qi45LTBjeUKSPmx9qEh"",""buy_route"":""Raydium CLMM"",""sell_route"":""Whirlpool"",""route_pair"":""Raydium CLMM || Whirlpool"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.999803,""quoted_profit_usd"":-0.00019700000000000273,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0021970000000000028,""gross_return_bps"":-1.9700000000000273,""cost_bps"":20.0,""net_return_bps"":-21.970000000000027,""gross_to_cost_ratio"":-0.09850000000000136,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":86.81,""liquidity_score"":85.49,""volume_score"":91.67,""pair_score"":77.78,""intelligence_score"":78.3097,""composite_market_score"":85.24746999999999,""score_dispersion"":5.2917350892122315,""minimum_component_score"":77.78,""maximum_component_score"":91.67,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":true,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000009-20260731T034122000000:00000837,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,837,837,CYCLE-000009-20260731T034122000000,9,2026-07-31T03:41:22.000+00:00,2026-07-31T03:41:22.000+00:00,ANTHROPIC,ANTHROPIC,Pren1FvFX6J3E4kXhJuCiAD5aDmGEb7qJRncwA8Lkhw,Pren1FvFX6J3E4kXhJuCiAD5aDmGEb7qJRncwA8Lkhw,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.999799,-0.00020100000000000673,0.002,-0.0022010000000000068,-2.0100000000000673,-22.01000000000007,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Meteora DLMM,Meteora DLMM,Meteora DLMM || Meteora DLMM,0,0,45.63,59.88,31.79,39.81,48.801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,37,0,0.0,0.0,"{""event_number"":837,""source_event_id"":837,""timestamp"":""2026-07-31 03:41:22"",""cycle_number"":9,""cycle_id"":""CYCLE-000009-20260731T034122000000"",""cycle_position"":37,""token"":""ANTHROPIC"",""token_key"":""ANTHROPIC"",""mint"":""Pren1FvFX6J3E4kXhJuCiAD5aDmGEb7qJRncwA8Lkhw"",""asset_key"":""Pren1FvFX6J3E4kXhJuCiAD5aDmGEb7qJRncwA8Lkhw"",""buy_route"":""Meteora DLMM"",""sell_route"":""Meteora DLMM"",""route_pair"":""Meteora DLMM || Meteora DLMM"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.999799,""quoted_profit_usd"":-0.00020100000000000673,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0022010000000000068,""gross_return_bps"":-2.0100000000000673,""cost_bps"":20.0,""net_return_bps"":-22.01000000000007,""gross_to_cost_ratio"":-0.10050000000000336,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":45.63,""liquidity_score"":59.88,""volume_score"":31.79,""pair_score"":39.81,""intelligence_score"":48.801,""composite_market_score"":45.868599999999994,""score_dispersion"":9.354497493719265,""minimum_component_score"":31.79,""maximum_component_score"":59.88,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":true,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000009-20260731T034122000000:00000838,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,838,838,CYCLE-000009-20260731T034122000000,9,2026-07-31T03:41:22.000+00:00,2026-07-31T03:41:22.000+00:00,BIRB,BIRB,G7vQWurMkMMm2dU3iZpXYFTHT9Biio4F4gZCrwFpKNwG,G7vQWurMkMMm2dU3iZpXYFTHT9Biio4F4gZCrwFpKNwG,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.999798,-0.00020200000000003548,0.002,-0.0022020000000000355,-2.020000000000355,-22.020000000000355,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Raydium CLMM,Raydium CLMM,Raydium CLMM || Raydium CLMM,0,0,75.23,76.85,87.96,36.42,70.2997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,38,0,0.0,0.0,"{""event_number"":838,""source_event_id"":838,""timestamp"":""2026-07-31 03:41:22"",""cycle_number"":9,""cycle_id"":""CYCLE-000009-20260731T034122000000"",""cycle_position"":38,""token"":""BIRB"",""token_key"":""BIRB"",""mint"":""G7vQWurMkMMm2dU3iZpXYFTHT9Biio4F4gZCrwFpKNwG"",""asset_key"":""G7vQWurMkMMm2dU3iZpXYFTHT9Biio4F4gZCrwFpKNwG"",""buy_route"":""Raydium CLMM"",""sell_route"":""Raydium CLMM"",""route_pair"":""Raydium CLMM || Raydium CLMM"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.999798,""quoted_profit_usd"":-0.00020200000000003548,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0022020000000000355,""gross_return_bps"":-2.020000000000355,""cost_bps"":20.0,""net_return_bps"":-22.020000000000355,""gross_to_cost_ratio"":-0.10100000000001774,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":75.23,""liquidity_score"":76.85,""volume_score"":87.96,""pair_score"":36.42,""intelligence_score"":70.2997,""composite_market_score"":71.86646999999999,""score_dispersion"":17.44960349848672,""minimum_component_score"":36.42,""maximum_component_score"":87.96,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":true,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000009-20260731T034122000000:00000839,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,839,839,CYCLE-000009-20260731T034122000000,9,2026-07-31T03:41:22.000+00:00,2026-07-31T03:41:22.000+00:00,PST,PST,59obFNBzyTBGowrkif5uK7ojS58vsuWz3ZCvg6tfZAGw,59obFNBzyTBGowrkif5uK7ojS58vsuWz3ZCvg6tfZAGw,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.999798,-0.00020200000000003548,0.002,-0.0022020000000000355,-2.020000000000355,-22.020000000000355,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Whirlpool,Whirlpool,Whirlpool || Whirlpool,0,0,51.53,87.65,22.22,21.3,53.895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,39,0,0.0,0.0,"{""event_number"":839,""source_event_id"":839,""timestamp"":""2026-07-31 03:41:22"",""cycle_number"":9,""cycle_id"":""CYCLE-000009-20260731T034122000000"",""cycle_position"":39,""token"":""PST"",""token_key"":""PST"",""mint"":""59obFNBzyTBGowrkif5uK7ojS58vsuWz3ZCvg6tfZAGw"",""asset_key"":""59obFNBzyTBGowrkif5uK7ojS58vsuWz3ZCvg6tfZAGw"",""buy_route"":""Whirlpool"",""sell_route"":""Whirlpool"",""route_pair"":""Whirlpool || Whirlpool"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.999798,""quoted_profit_usd"":-0.00020200000000003548,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0022020000000000355,""gross_return_bps"":-2.020000000000355,""cost_bps"":20.0,""net_return_bps"":-22.020000000000355,""gross_to_cost_ratio"":-0.10100000000001774,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":51.53,""liquidity_score"":87.65,""volume_score"":22.22,""pair_score"":21.3,""intelligence_score"":53.895,""composite_market_score"":50.4,""score_dispersion"":24.472490760035033,""minimum_component_score"":21.3,""maximum_component_score"":87.65,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":true,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000009-20260731T034122000000:00000840,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,840,840,CYCLE-000009-20260731T034122000000,9,2026-07-31T03:41:22.000+00:00,2026-07-31T03:41:22.000+00:00,ANSEM,ANSEM,9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump,9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.999769,-0.00023099999999998122,0.002,-0.0022309999999999813,-2.309999999999812,-22.309999999999814,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Whirlpool,Meteora DLMM → PancakeSwap → GoonFi V2,Whirlpool || Meteora DLMM → PancakeSwap → GoonFi V2,0,0,92.31,89.81,98.15,84.26,82.3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,40,0,0.0,0.0,"{""event_number"":840,""source_event_id"":840,""timestamp"":""2026-07-31 03:41:22"",""cycle_number"":9,""cycle_id"":""CYCLE-000009-20260731T034122000000"",""cycle_position"":40,""token"":""ANSEM"",""token_key"":""ANSEM"",""mint"":""9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump"",""asset_key"":""9cRCn9rGT8V2imeM2BaKs13yhMEais3ruM3rPvTGpump"",""buy_route"":""Whirlpool"",""sell_route"":""Meteora DLMM → PancakeSwap → GoonFi V2"",""route_pair"":""Whirlpool || Meteora DLMM → PancakeSwap → GoonFi V2"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.999769,""quoted_profit_usd"":-0.00023099999999998122,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0022309999999999813,""gross_return_bps"":-2.309999999999812,""cost_bps"":20.0,""net_return_bps"":-22.309999999999814,""gross_to_cost_ratio"":-0.11549999999999061,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":92.31,""liquidity_score"":89.81,""volume_score"":98.15,""pair_score"":84.26,""intelligence_score"":82.3174,""composite_market_score"":90.64623999999999,""score_dispersion"":5.688178362323038,""minimum_component_score"":82.3174,""maximum_component_score"":98.15,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":true,""has_route"":true,""has_error"":false}"
HISTORICAL:CYCLE-000009-20260731T034122000000:00000841,13B.1.0,HISTORICAL,historical_backtest_events,UNKNOWN,841,841,CYCLE-000009-20260731T034122000000,9,2026-07-31T03:41:22.000+00:00,2026-07-31T03:41:22.000+00:00,PENGU,PENGU,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv,SKIP,NEGATIVE,True,False,False,HISTORICAL_UNVALIDATED,0.0,0,0,1.0,0.999754,-0.00024599999999996847,0.002,-0.0022459999999999685,-2.4599999999996847,-22.459999999999685,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HumidiFi,GoonFi V2,HumidiFi || GoonFi V2,0,0,89.1,92.28,87.35,84.26,80.9682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,0.0,41,0,0.0,0.0,"{""event_number"":841,""source_event_id"":841,""timestamp"":""2026-07-31 03:41:22"",""cycle_number"":9,""cycle_id"":""CYCLE-000009-20260731T034122000000"",""cycle_position"":41,""token"":""PENGU"",""token_key"":""PENGU"",""mint"":""2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv"",""asset_key"":""2zMMhcVQEXDtdE6vsFS7S7D5oUodfJHE8vd1gnBouauv"",""buy_route"":""HumidiFi"",""sell_route"":""GoonFi V2"",""route_pair"":""HumidiFi || GoonFi V2"",""starting_amount_usd"":1.0,""ending_amount_usd"":0.999754,""quoted_profit_usd"":-0.00024599999999996847,""estimated_cost_usd"":0.002,""net_profit_usd"":-0.0022459999999999685,""gross_return_bps"":-2.4599999999996847,""cost_bps"":20.0,""net_return_bps"":-22.459999999999685,""gross_to_cost_ratio"":-0.12299999999998423,""decision_raw"":""🔴 SKIP"",""decision"":""SKIP"",""eligible"":false,""quote_successful"":true,""profitable"":false,""error"":null,""market_score"":89.1,""liquidity_score"":92.28,""volume_score"":87.35,""pair_score"":84.26,""intelligence_score"":80.9682,""composite_market_score"":88.00581999999999,""score_dispersion"":3.9008727688044376,""minimum_component_score"":80.9682,""maximum_component_score"":92.28,""execution_candidate"":false,""informational_only"":true,""outcome_label"":""NEGATIVE"",""decision_rank"":1,""has_mint"":true,""has_route"":true,""has_error"":false}"
